12	À travers Oscar, un petit chimpanzé, nous découvrons l’apprentissage de la vie au cœur de la forêt tropicale africaine et suivons avec humour, émotion et angoisse ses premiers pas dans ce monde. Suite à un drame, il va se retrouver séparé de sa mère et laissé seul face à l'hostilité de la jungle. Jusqu'à ce qu'il soit récupéré par un chimpanzé plus âgé, qui va le prendre sous sa protection.	Documentaire / Familial	Alastair Fothergill / Mark Linfield	0	6.5	1
13	Le caïd du milieu Tony Fait et son équipe sont chargés de récupérer des diamants noirs que convoite également Su, un agent du gouvernement taïwanais. Ling, l'ancien partenaire de Su, kidnappe alors la fille de Fait pour l'échanger contre ces pierres précieuses. Ce dernier comprend que, pour sauver sa fille, il doit s'allier avec Su...	Action / Crime / Drame	Andrzej Bartkowiak	0	5.900001	1
14	Tony Wendice, une ancienne gloire du tennis, s'est marié avec Margot pour sa richesse. Mais celle-ci le trompe depuis peu avec Mark Halliday, un jeune auteur de romans policiers.Craignant que sa femme le quitte et le laisse sans le sou, Tony fait appel au capitaine Lesgate et le charge d'assassiner Margot en échange d'une grosse somme d'argent.	Crime / Mystère / Thriller	Alfred Hitchcock	0	7.3	0
15	L'inspecteur de police McClane attend que l'avion de son épouse atterrisse dans un aéroport international proche de Washington. D'étranges allers et venues attirent son attention. Il suit des hommes qui communiquent discrètement entre eux jusqu'au sous-sol de l'aéroport. Là, des inconnus tirent sur lui et des mercenaires prennent le contrôle de l’aéroport, coupant toute communication avec l'extérieur. Les passagers des avions prêts à l'atterrissage, dont la femme de McClane, n'ont plus que cinquante-huit minutes pour vivre !	Action / Thriller	Renny Harlin	0	6.4	1
16	John McClane, policier new-yorkais, est venu rejoindre pour les fêtes de Noël sa femme Holly, dont il est séparé depuis plusieurs mois, dans le secret espoir d'une réconciliation. Celle-ci est cadre dans une multinationale japonaise, la Nakatomi Corporation. Son patron, M. Takagi, donne une soirée en l'honneur de ses employés, à laquelle assiste McClane. Tandis qu'il s'isole pour téléphoner, un commando investit l'immeuble et coupe toutes les communications avec l'extérieur.	Action / Thriller	John McTiernan	0	7.1	1
17	Décidément, John McLane ne peut jamais avoir la paix ! Après avoir libéré un building des mains d'un terroriste, après avoir sauvé sa femme d'un avion en perdition, le voilà aux prises avec un psychopathe qui le fait jouer à un « Jacques a dit » meurtrier. Les règles sont simples, si il ne résout pas les énigmes posées, une bombe explose dans un lieu public.	Action / Thriller	John McTiernan	0	6.7	1
18	Dans le sud des États-Unis, deux ans avant la guerre de Sécession, le Dr King Schultz, un chasseur de primes allemand, fait l’acquisition de Django, un esclave qui peut l’aider à traquer les frères Brittle, les meurtriers qu’il recherche. Schultz promet à Django de lui rendre sa liberté lorsqu’il aura capturé les Brittle – morts ou vifs.  Alors que les deux hommes pistent les dangereux criminels, Django n’oublie pas que son seul but est de retrouver Broomhilda, sa femme, dont il fut séparé à cause du commerce des esclaves…  Lorsque Django et Schultz arrivent dans l’immense plantation du puissant Calvin Candie, ils éveillent les soupçons de Stephen, un esclave qui sert Candie et a toute sa confiance. Le moindre de leurs mouvements est désormais épié par une dangereuse organisation de plus en plus proche… Si Django et Schultz veulent espérer s’enfuir avec Broomhilda, ils vont devoir choisir entre l’indépendance et la solidarité, entre le sacrifice et la survie…	Drame / Western	Quentin Tarantino	0	7.6	1
19	Présenté par Jean-Michel Cousteau, "Le Monde des Dauphins et Baleines 3D" vous amusera et vous émerveillera. Raconté en VF par Charlotte Rampling, le film vous fera voyager de l'incroyable récif de corail des Bahamas jusqu'aux profondeurs des eaux chaudes du Royaume des Tonga, au plus près de ces cétacés, véritables miraculés des océans. Grace à des images renversantes, pour la toute première fois tournées en 3D, observez les dauphins et belugas sauvages dans leurs habitats naturels comme jamais auparavant. Vous vous approcherez si près d'eux que vous penserez même pouvoir les toucher !...	Documentaire	Jean-Jacques Mantello	0	8.0	1
20	Les origines du mythe sont révélés dans ce film situé dans les années de règne de Vlad Tepes, prince roumain qui a inspiré la légende pour ses méthodes propres à provoquer la peur parmi son peuple et ses ennemis. Un mélange de mythologie et d'histoire nous raconte la manière dont l'empereur sanguinaire est devenu le premier vampire de l'histoire. L'un des personnages les plus terribles et sadiques d'Europe qui a inspiré le classique de la littérature de Bram Stoker mélangeant l'horreur, le surnaturelle et une touche d'amour.	Horreur / Action / Drame / Fantastique / Guerre	Gary Shore	0	6.2	1
21	Les années passent et Joe Tanto, pilote de course mis à la retraite contre son gré, ne peut s'empêcher de continuer à ressasser ses erreurs : les occasions qu'il n'a pas su saisir, et, surtout, cet accident qui a failli lui coûter la vie et celle d'un autre pilote. Si une seconde chance se présentait à lui, il la prendrait sans hésiter. Aussi lorsque Jimmy Bly, pilote renommé, connaît une période creuse et a besoin d'être secondé par un coéquipier, Joe met toute son énergie et son savoir-faire au service du champion versatile.	Action	Renny Harlin	0	4.8	1
22	Une soucoupe volante atterrit en pleine nuit près de Los Angeles. Quelques extraterrestres, envoyés sur Terre en mission d'exploration botanique, sortent de l'engin, mais un des leurs s'aventure au-delà de la clairière où se trouve la navette. Celui-ci se dirige alors vers la ville. C'est sa première découverte de la civilisation humaine. Bientôt traquée par des militaires et abandonnée par les siens, cette petite créature apeurée se nommant E.T. se réfugie dans une résidence de banlieue.Elliot, un garçon de dix ans, le découvre et lui construit un abri dans son armoire. Rapprochés par un échange télépathique, les deux êtres ne tardent pas à devenir amis. Aidé par sa sœur Gertie et son frère aîné Michael, Elliot va alors tenter de garder la présence d'E.T. secrète.	Science-Fiction / Aventure / Familial / Fantastique	Steven Spielberg	0	7.1	1
23	Yann Kermadec voit son rêve se réaliser quand il remplace au pied levé, son ami Franck Drevil, au départ du Vendée Globe, le tour du monde à la voile en solitaire. Habité par une farouche volonté de gagner, alors qu'il est en pleine course, la découverte à son bord d'un jeune passager va tout remettre en cause.	Drame	Christophe Offenstein	0	6.0	1
24	Des entrailles de la terre aux déserts brûlants, des profondeurs de l’océan aux cimes glaciales, nous voyageons pour découvrir que la nature, peuplée de créatures extraordinaires, est encore plus fascinante que tout ce que nous pensions savoir. Alliant images somptueuses et découvertes exceptionnelles, Nature est une véritable révélation visuelle.	Documentaire	Patrick Morris / Neil Nightingale	0	5.6	0
26	Dans les années 2070, dans la citadelle de Libria, les émotions n'existent plus, supprimées par l'absorption quotidienne de Prozium. Cette drogue anti-anxiété rend les gens plus heureux et plus productifs. Les individus ont ainsi accepté de mettre de côté leur liberté pour vivre en harmonie avec leur dirigeant spirituel connu sous le nom de Père. Les personnes qui refusent de prendre leur dose sont considérées comme des rebelles et vivent en retrait de la ville. S'ils sont pris à jeun, c'est la peine de mort assurée. John Preston travaille au service de Père et applique la loi à la lettre. Un jour, celui-ci brise le flacon de sa dose et n'a pas le temps de s'en procurer une de rechange. Il est alors submergé par toute une gamme d'émotions. Victime d'un revirement spirituel qui le confronte à ses supérieurs hiérarchiques, il mène l'enquête sur ce nouvel état de vie.	Drame / Action / Thriller / Science-Fiction	Kurt Wimmer	0	6.8	1
27	Mère élevant seule ses trois enfants, Erin Brockovich n'avait vraiment pas besoin d'un accident de voiture. D'autant que le responsable sort du tribunal financièrement indemne. Obligée de trouver rapidement un travail pour couvrir tous ses frais médicaux et de justice, Erin obtient de son avocat de l'employer comme archiviste dans son cabinet. Son allure et son franc-parler ne lui valent pas des débuts faciles mais elle apprend vite. En classant des documents, Erin déterre une affaire louche d'empoisonnement et décide de se jeter dans la bataille.	Drame	Steven Soderbergh	0	6.8	1
28	Ray Breslin est un ingénieur spécialisé dans la conception de prisons ultra-sécurisées. Il teste lui-même l’efficacité de ses bâtiments en se faisant enfermer puis en s’évadant. Contacté par une société privée souhaitant tester un concept révolutionnaire de prison high-tech, il se retrouve prisonnier. Piégé dans ce complexe ultra-moderne, harcelé par un directeur impitoyable et son gardien corrompu, Ray découvre une conspiration pour le faire disparaître à jamais. Sa seule chance de survie: une alliance avec Emil Rottmayer, un codétenu ayant lui aussi un secret. Pour avoir une chance de s’évader, ils vont d’abord devoir se faire confiance.	Action / Thriller	Mikael Håfström	0	6.7	1
29	Un personnage mystérieux commet des vols et des crimes dans la capitale sous le nom de Fantômas. Le commissaire Juve et le journaliste Fandor enquêtent chacun a leur manière sur cette affaire. Ils ne croient pas à l'existence d'un tel malfaiteur. Mais ils se retrouvent confrontés à Fantômas, dont la méthode consiste à utiliser des masques pour commettre ses méfaits. Il prend ainsi diverses identités dont celles de nos deux héros.	Comédie / Crime / Aventure / Fantastique	André Hunebelle	0	6.9	1
30	Fantômas revient avec une nouvelle idée : imposer aux riches (nobles comme gangsters) un impôt sur le droit de vivre. Débarqués en Ecosse, le commissaire Juve, Fandor et se fiancée ont pour mission d’attraper Fantômas. Dans un château hanté par les esprits, Juve, censé protéger les propriétaires, est lui-même victime de l'humour macabre de Fantômas, lequel use et abuse de ses masques extravagants et de son rire caverneux. Il malmène le pauvre commissaire Juve en accrochant des pendus dans sa chambre. Quand Fantômas passe, quelqu'un trépasse.	Comédie / Crime / Aventure / Fantastique	André Hunebelle	0	6.9	1
31	L'inspecteur Juve et ses compagnons commencent à connaître les méthodes diaboliques de Fantômas. Aussi, lorsque le professeur Marchand disparaît mystérieusement, l'étrange personnage masqué est immédiatement soupçonné. Mais Juve et ses acolytes sont pris à leur propre piège. Juve ne parvient pas à mettre la main sur Fantômas, qui s'enfuit dans sa DS volante, traçant un "F" dans un ciel bleu azur.	Comédie / Crime / Aventure / Fantastique	André Hunebelle / Haroun Tazieff	0	6.8	1
32	Depuis que Brian et Mia Toretto ont extirpé Dom des mains de la justice, ils ont dû franchir de nombreuses frontières pour échapper aux autorités. Retirés à Rio, ils sont contraints de monter un dernier coup pour se faire blanchir et recouvrer leur liberté. Ils se constituent une équipe d'élite, réunissant les pilotes les plus avertis, conscients que leur seule chance d'être acquittés pour bonne conduite nécessite une confrontation avec l'homme d'affaires véreux qui souhaite les voir morts. Mais il n'est pas le seul à leurs trousses. L'impitoyable agent fédéral Luke Hobbs n'a jamais loupé sa cible. Affecté à la traque des fugitifs, lui et son équipe de choc élaborent un implacable dispositif d'assaut destiné à les capturer. Passant le Brésil au crible, Hobbs réalise combien la frontière qui sépare les bons des méchants est ténue. Il doit alors s'en remettre à son instinct pour acculer ses proies et éviter qu'un autre ne les débusque avant lui.	Action / Thriller / Crime	Justin Lin	0	7.1	1
33	A Pittsburgh. Le jour, Alex travaille comme soudeuse dans une usine. Le soir, elle se produit comme danseuse au Mawby's Bar, dans un numéro qui ne laisse pas les clients indifférents. De son côté, son amie Jeanie se passionne pour le patinage artistique. L'une et l'autre s'entraînent durement, dans l'espoir secret de percer et de pouvoir ainsi changer de vie. En dépit des encouragements de Hanna, une ancienne danseuse, Alex n'ose pas se présenter au concours d'entrée d'une prestigieuse école de danse. Nick Hurley, son patron, séduit, s'intéresse sincèrement à elle, mais Alex repousse fermement ses avances. Fière et obstinée, elle veut ne devoir son succès qu'à elle seule. Elle finit par être convoquée à une audition, mais lorsqu'elle apprend que Nick en est à l'origine, elle prend la fuite...	Drame / Musique / Romance	Adrian Lyne	0	6.0	1
34	Depuis les débuts de l’histoire de l’aviation, il y a un peu plus d’un siècle, chaque génération a vu émerger un avion de conception véritablement nouvelle. Mais après l’arrivée des gros porteurs à la fin des années 60, le domaine de l’aviation commerciale n’a pas vraiment connu d’évolution... jusqu’à aujourd’hui avec le développement du Boeing 787 Dreamliner et de l’ Airbus A380.En compagnie du pilote d’essai Mike Carriker, le spectateur décolle pour une aventure inédite et découvre comment les grandes innovations et les erreurs de l’histoire de l’aviation ont influencé la conception du fameux Boeing 787 (ou Dreamliner), le premier avion intégralement construit en fibre de carbone.Legends of flight emporte le public à bord d’appareils mythiques, dans des séquences à couper le souffle.	Documentaire	Stephen Low	0	5.8	0
35	Plusieurs braquages opérés par des gangs différents ont lieu simultanément dans la même banque. Un des otages tente de comprendre les raisons de cette troublante coïncidence. Mais en tombant sous le charme d’une guichetière aguicheuse, la tâche ne lui est pas facilitée...	Mystère / Comédie / Crime	Rob Minkoff	0	6.3	1
36	Afghanistan. Elsa Casanova, grand reporter, est prise en otage par les talibans. Devant l’imminence de son exécution, une unité des Forces Spéciales est envoyée pour la libérer. Dans des paysages à la fois hostiles et magnifiques, une poursuite impitoyable s’engage alors entre ses ex-ravisseurs qui n’entendent pas laisser leur proie leur échapper et ce groupe de soldats qui, au péril de leur vie, n’ont qu’un objectif : la ramener vivante.	Action / Drame / Guerre	Stéphane Rybojad	0	6.1	0
37	Forrest Gump est le symbole d'une époque, un candide dans une Amérique qui a perdu son innocence. Merveilleusement interprété par Tom Hanks, Forrest vit une série d'aventures, de l'état d'handicapé physique à celui de star du football, de héros du Vietnam au roi de la crevette, des honneurs de la Maison Blanche au bonheur d'une grande histoire d'amour. Son coeur dépasse les limites de son Q.I.	Comédie / Drame / Romance	Robert Zemeckis	0	8.0	1
38	James Reese travaille comme assistant personnel de l'ambassadeur américain à Paris. Fort de cette position d' "insider', il se voit parfois contacté par les Forces Spéciales, à qui il rend quelques menus services. Une vraie frustration pour lui qui se rêve en agent secret, et qui ne demande qu'à sortir de l'ombre pour jouer les gros bras. Alors que se prépare un sommet international, le miracle arrive : on lui confie une vraie mission, et un vrai partenaire, Wax, qu'il récupère le jour même à l'aéroport. Mais pour James, la confrontation aux méthodes musclées de cet agent surentraîné ne sera pas de tout repos...	Action / Crime / Thriller	Pierre Morel	0	6.1	1
39	Pendant la guerre du Vietnam, la préparation et l'entrainement d'un groupe de jeunes marines, jusqu'au terrible baptême du feu et la sanglante offensive du Tet à Hue, en 1968.	Drame / Guerre	Stanley Kubrick	0	7.6	1
40	En 1846, le quartier de Five Points, un faubourg pauvre de New York, est le théâtre d'une guerre des gangs entre émigrants irlandais et américans natifs. Ces derniers mettent rapidement en déroute leurs ennemis en assassinant leur chef, et afin de renforcer leur pouvoir, s'allient avec un politicien influent.	Drame / Histoire / Crime	Martin Scorsese	0	6.9	1
41	Johnny Blaze n’était qu’un cascadeur adolescent lorsqu’il vendit son âme au diable. Aujourd’hui, célèbre casse-cou le jour, il incarne le légendaire Ghost Rider la nuit. Chasseur de prime du diable, il doit traquer les âmes diaboliques sur Terre et les retourner en enfer. Mais une rencontre inespérée avec l’amour de sa vie le pousse à croire qu’il peut retrouver le bonheur, s’il vainc le diable et reprend son âme. Pour réussir, il devra terrasser Blackheart, le fils rebelle du diable, qui complote de faire régner le mal sur Terre en renversant son père, à moins que Ghost Rider ne l’arrête.	Thriller / Action / Fantastique / Horreur	Mark Steven Johnson	0	5.2	1
42	Danny, jeune garçon porteur d’une prophétie, suscite la convoitise de Roarke, un homme mystérieux possédant de grands pouvoirs. On fait alors appel à Johnny Blaze pour se lancer à la recherche de l’enfant en lui proposant comme récompense de le libérer de son alter ego, le Ghost Rider.  Poussé par le désir de lever sa malédiction et celui de sauver le garçon, le Rider parviendra-t-il à s’affranchir de la menace de Roarke ?	Action / Fantastique / Thriller	Mark Neveldine / Brian Taylor	0	4.7	1
43	Le général romain Maximus est le plus fidèle soutien de l'empereur Marc Aurèle, qu'il a conduit de victoire en victoire avec une bravoure et un dévouement exemplaires. Jaloux du prestige de Maximus, et plus encore de l'amour que lui voue l'empereur, le fils de Marc Aurèle, Commode, s'arroge brutalement le pouvoir, puis ordonne l'arrestation du général et son exécution. Maximus échappe à ses assassins mais ne peut empêcher le massacre de sa famille. Capturé par un marchand d'esclaves, il devient gladiateur et prépare sa vengeance.	Action / Drame / Aventure	Ridley Scott	0	7.6	1
44	Une tempête effroyable se déchaîne sur le Pacifique, engloutissant un pétrolier tandis qu'un immense éclair illumine le ciel au-dessus de la Polynésie française. Des empreintes géantes creusent un inquiétant sillon à travers des milliers de kilomètres de forêts et de plages au Panama. Les navires chavirent au large des côtes américaines et ces horribles phénomènes s'approchent de plus en plus près de New York. Le chercheur Nick Tatopoulos est arraché à ses recherches afin d'aider les États-Unis à traquer le monstre qui est à l'origine de ces désastres mystérieux.	Science-Fiction / Action / Thriller	Roland Emmerich	0	5.0	1
45	Walt Kowalski est un ancien de la guerre de Corée, un homme inflexible, amer et pétri de préjugés surannés. Après des années de travail à la chaîne, il vit replié sur lui-même, occupant ses journées à bricoler, traînasser et siroter des bières. Avant de mourir, sa femme exprima le voeu qu'il aille à confesse, mais Walt n'a rien à avouer, ni personne à qui parler. Hormis sa chienne Daisy, il ne fait confiance qu'à son M-1, toujours propre, toujours prêt à l'usage...Ses anciens voisins ont déménagé ou sont morts depuis longtemps. Son quartier est aujourd'hui peuplé d'immigrants asiatiques qu'il méprise, et Walt ressasse ses haines, innombrables - à l'encontre de ses voisins, des ados Hmong, latinos et afro-américains "qui croient faire la loi", de ses propres enfants, devenus pour lui des étrangers. Walt tue le temps comme il peut, en attendant le grand départ, jusqu'au jour où un ado Hmong du quartier tente de lui voler sa précieuse Ford Gran Torino...	Drame	Clint Eastwood	0	7.6	1
46	Durant l'été 1958, Sandy Olsson, une étudiante australienne en vacances aux États-Unis, rencontre Danny Zuko, le chef de la bande des T-Birds. Leur amour est cependant interrompu par la fin des vacances car Sandy doit retourner en Australie.Toutefois, le hasard fait que Sandy reste en Amérique et qu'elle intègre le lycée Rydell, le même que celui où étudie Danny. Elle y rencontre un groupe de filles, les « Pink Ladies », mené par Betty Rizzo. Sans savoir qu'ils sont tout proches, Danny et Sandy racontent, chacun de leur côté, à leurs amis leur amour de vacances. Danny et Sandy finissent par se rencontrer et décident de reprendre leur relation bien que tout les oppose au lycée...	Musique	Randal Kleiser	0	6.9	1
47	Billy et Kate habitent New York avec leur mogwai Gizmo. Malencontreusement mouillé, la petite créature donnent naissance à une nouvelle génération de gremlins. Les monstres prennent d'assaut un gratte-ciel high-tech...	Comédie / Horreur / Fantastique	Joe Dante	0	5.900001	1
48	Rand Peltzer offre à son fils Billy un étrange animal : un mogwai. Son ancien propriétaire l'a bien mis en garde : il ne faut pas l'exposer à la lumiere, lui éviter tout contact avec l'eau, et surtout, surtout ne jamais le nourrir apres minuit... Sinon...	Fantastique / Horreur / Comédie	Joe Dante	0	6.599999	1
49	Il y a dix ans, le docteur Hannibal Lecter s'échappait de sa cellule. Clarice Starling, agent du FBI sur la touche, n'a pas oublié sa rencontre avec lui, sa présence troublante et le son grave de sa voix qui hantent toujours ses nuits.Mason Verger, un ancien patient, se souvient également d'Hannibal, puisqu'il a été sa quatrième victime. Malgré le fait qu'il ait été atrocement défiguré et mutilé, il a survécu. Il nourrit sa vengeance depuis dix ans. Devenu extrêmement riche, il promet une récompense de trois millions de dollars pour quiconque le repérera.L'inspecteur Rinaldo Pazzi lui téléphone pour l'informer de sa présence en Italie. En effet, après avoir changé d'identité, Hannibal est devenu le conservateur d'un musée à Florence. Et pour attirer ce dernier dans ses filets, Mason connaît un appât irrésistible : Clarice Starling. L'heure de la vengeance va peut-être sonner.	Crime / Drame / Thriller / Horreur	Ridley Scott	0	6.3	1
50	Comment un petit garçon comme les autres est-il devenu l'un des criminels les plus fascinant qui soit ? Au travers du parcours atypique d'un adolescent meurtri par les atrocités vécues pendant la Seconde Guerre Mondiale, suivez la naissance de l'incarnation absolue du mal... Hannibal Lecter.	Crime / Drame / Thriller	Peter Webber	0	5.900001	1
51	Mi-homme mi-légende, Hercule prend la tête d’un groupe de mercenaires pour mettre un terme à la sanglante guerre civile qui sévit au royaume de Thrace et replacer le roi légitime sur le trône. Âme tourmentée depuis la naissance, Hercule a la force d’un dieu mais ressent aussi les peines et les souffrances d’un mortel.  Sa puissance légendaire sera mise à l’épreuve par des forces obscures.	Action / Aventure	Brett Ratner	0	5.6	1
52	Dans le Nord-ouest de l'Himalaya, le chef d'un petit village perché en haut des montagnes ne veut pas que Karma conduise la caravane des yaks. La raison : il l'accuse d'être responsable de la mort de son fils. Karma et le chef du village prennent la route chacun de leur côté.	Drame	Eric Valli	0	5.900001	1
53	Alex Hitchens est un entremetteur (marieur) professionnel qui utilise des moyens peu orthodoxes pour coacher ses clients et jouer avec le destin. Il réussit ainsi avec succès à unir des hommes ordinaires avec des femmes extraordinaires. Malgré tout cela, Hitch ne croit pas en l'amour. Pourtant sa rencontre avec Sara, une jeune journaliste sexy qui partage les mêmes points de vue cyniques sur les relations amoureuses va les amener sur un territoire inconnu...	Comédie / Drame / Romance	Andy Tennant	0	6.3	1
54	Le vétéran Joe Gavilan et la jeune recrue K.C. Calden sont deux flics du Los Angeles Police Department. Le premier, aux méthodes fort peu conventionnelles, est le père de deux enfants mais a divorcé trois fois, tandis que le second enseigne le yoga durant son temps libre.Tous deux vont enquêter sur une sombre affaire de meurtre dans le milieu de l'industrie du disque.	Action / Aventure / Comédie / Thriller	Ron Shelton	0	5.0	1
55	En 200 000 ans d'existence, l'homme a rompu l'équilibre sur lequel la Terre vivait depuis 4 milliards d'années. Réchauffement climatique, épuisement des ressources, extinction des espèces : l'homme a mis en péril sa propre demeure. Mais il est trop tard pour être pessimiste : il reste à peine dix ans à l'humanité pour inverser la tendance, prendre conscience de son exploitation démesurée des richesses de la Terre, et changer son mode de consommation.	Documentaire	Yann Arthus-Bertrand	0	7.7	1
56	Un agent de la DEA se retire dans un endroit calme, où les drogues et la violence sont rares. Mais quand sa famille est menacée, il doit replonger dans l'action pour sauver les siens en même temps que sa ville.	Action / Thriller	Gary Fleder	0	6.4	1
57	Peter Banning alias Peter Pan est devenu un brillant avocat d'affaires qui a tout oublie de ses merveilleuses aventures. Mais le terrible capitaine Crochet, lui, n'a pas oublie. Pour enfin, régler leur compte, il enlève une nuit Jack et Maggie, les enfants de Peter. C'est en compagnie de Tinkerbell que Peter s'envole a nouveau pour le pays de Nulle Part.	Aventure / Fantastique / Comédie / Familial	Steven Spielberg	0	6.5	1
58	Grâce à la formidable précision et faculté d’immersion de la technologie IMAX®, Hubble offre aux spectateurs une occasion unique de voyager à travers les plus lointaines galaxies et d’explorer l’immensité, la beauté et les mystères du cosmos. Ce film, fruit d’une collaboration étroite entre la NASA, IMAX Corporation et Warner Brothers, offre une vision étourdissante du cosmos. Projeté sur écran géant, Hubble fait de chaque spectateur un coéquipier de la Mission STS-125 : une opération de sauvetage complexe au cours de laquelle des astronautes ont risqué leur vie pour que Hubble continue de fonctionner. Du décollage aux sorties dans l’espace, le public partage des moments intenses et uniques avec l’équipage de la navette américaine. Sur l’écran géant de 1000 m² de la Géode, les images incroyables du satellite recréent un ciel qui englobe le public dans une enveloppe cosmique. Plus qu'un simple instrument, Hubble est une fenêtre sur l'univers et interroge l'Humanité sur sa place dans...	Documentaire	Toni Myers	0	6.5	1
